212,2010080217333010,Prod,138886632,8029,
213,2010080217333010,Prod,138886632,@118,
214,2010080217335310,,138886667,@17,
215,2010080217340820,Prod,138886705,8019,
216,2010080217340820,Prod,138886705,8030,
217,2010080217340820,Prod,138886705,@119,
221,2010080217350140,Downtime,138886705,4068,Process
222,2010080217352260,W-up,138886705,@45,ON
223,2010080217352260,W-up,138886705,@45,ON
224,2010080217352260,W-up,138886705,@45,ON
225,2010080217352320,W-up,138886705,@45,ON
226,2010080217352320,W-up,138886705,@45,ON
227,2010080217352320,W-up,138886705,@45,ON
228,2010080217360150,,138886705,@17,
229,2010080217370060,,138886705,@17,
230,2010080217380070,,138886705,@17,
231,2010080217380200,W-up,138886705,@46,OFF
232,2010080217380200,W-up,138886705,@46,OFF
233,2010080217380300,W-up,138886705,@46,OFF
234,2010080217380350,W-up,138886705,@46,OFF
235,2010080217380350,W-up,138886705,@46,OFF
236,2010080217380360,W-up,138886705,@46,OFF
237,2010080217383510,Prod,138886705,8018,
238,2010080217383510,Prod,138886705,8029,
239,2010080217383520,Prod,138886705,@118,
240,2010080217385310,,138886720,@17,
241,2010080217395360,,138886869,@17,
242,2010080217405260,,138887016,@17,
243,2010080217414610,@61,138887146,@61,
244,2010080217414620,@67,138887146,@67,
245,2010080217414910,@68,138887155,@68,
246,2010080217415360,,138887166,@17,
247,2010080217415560,Prod,138887169,8019,
248,2010080217415570,Prod,138887169,8030,
249,2010080217415570,Prod,138887169,@119,
253,2010080217424210,Downtime,138887169,4068,Process
254,2010080217430110,Downtime,138887169,4068,Process
255,2010080217434260,W-up,138887169,@47,ON
256,2010080217434270,W-up,138887169,@45,ON
257,2010080217434270,W-up,138887169,@47,ON
258,2010080217434270,W-up,138887169,@45,ON
259,2010080217434270,W-up,138887169,@47,ON
260,2010080217434280,W-up,138887169,@45,ON
261,2010080217434280,W-up,138887169,@47,ON
262,2010080217434280,W-up,138887169,@45,ON
263,2010080217434280,W-up,138887169,@47,ON
264,2010080217434280,W-up,138887169,@45,ON
265,2010080217434280,W-up,138887169,@47,ON
266,2010080217434280,W-up,138887169,@45,ON
267,2010080217440120,Downtime,138887169,4068,Process
268,2010080217450130,Downtime,138887169,4068,Process
269,2010080217451950,W-up,138887169,@48,OFF
270,2010080217451960,W-up,138887169,@48,OFF
271,2010080217451960,W-up,138887169,@48,OFF
272,2010080217452060,W-up,138887169,@48,OFF
273,2010080217452060,W-up,138887169,@48,OFF
274,2010080217452060,W-up,138887169,@48,OFF
275,2010080217460140,Downtime,138887169,4068,Process
276,2010080217462150,W-up,138887169,@46,OFF
277,2010080217462250,W-up,138887169,@46,OFF
278,2010080217462300,W-up,138887169,@46,OFF
279,2010080217462300,W-up,138887169,@46,OFF
280,2010080217462310,W-up,138887169,@46,OFF
281,2010080217462310,W-up,138887169,@46,OFF
282,2010080217470140,Downtime,138887169,4068,Process
283,2010080217474650,W-up,138887169,4055,
284,2010080217480050,Downtime,138887169,4068,Process
285,2010080217483600,MR,138887169,@41,
286,2010080217485410,MR,138887169,@42,
287,2010080217490060,,138887169,@17,
288,2010080217494300,MR,138887169,@41,
289,2010080217500060,MR,138887169,@42,
290,2010080217500070,,138887169,@17,
291,2010080217505300,MR,138887169,@41,
292,2010080217510080,,138887169,@17,
293,2010080217511110,MR,138887169,@42,
294,2010080217514310,MR,138887169,@41,
295,2010080217520090,,138887169,@17,
296,2010080217520100,MR,138887169,@42,
297,2010080217530100,,138887169,@17,
298,2010080217540100,,138887169,@17,
299,2010080217550110,,138887169,@17,
300,2010080217550190,,138887169,@17,
301,2010080217552090,,138887169,@17,
302,2010080217552130,,138887169,@17,
303,2010080217560120,,138887169,@17,
304,2010080217570130,,138887169,@17,
305,2010080217580140,,138887169,@17,
306,2010080217590150,,138887169,@17,
307,2010080217593050,,138887169,@17,
308,2010080217594860,,138887199,@17,
309,2010080218000060,,138887199,@17,
310,2010080218010060,,138887199,@17,
311,2010080218020070,,138887199,@17,
312,2010080218024850,,138887199,@17,
313,2010080218030080,,138887199,@17,
314,2010080218031800,,138887249,@17,
316,2010080218040090,,138887249,@17,
317,2010080218050100,,138887249,@17,
318,2010080218060110,,138887249,@17,
319,2010080218064900,,138887249,@17,
320,2010080218070060,,138887250,@17,
321,2010080218072500,,138887319,@17,
322,2010080218080120,,138887319,@17,
323,2010080218083210,,138887319,@17,
324,2010080218085310,,138887343,@17,
325,2010080218090960,,138887389,@17,
329,2010080218100140,,138887389,@17,
330,2010080218105250,,138887389,@17,
331,2010080218115210,,138887389,@17,
332,2010080218115310,,138887389,@17,
333,2010080218122460,,138887424,@17,
334,2010080218122610,,138887432,@17,
335,2010080218122610,,138887432,@17,
336,2010080218125250,,138887509,@17,
337,2010080218135350,,138887686,@17,
338,2010080218145250,,138887859,@17,
339,2010080218155360,,138888036,@17,
340,2010080218161860,Prod,138888108,8019,
341,2010080218161870,Prod,138888108,8030,
342,2010080218161870,Prod,138888108,@119,
348,2010080218170100,,138888108,@17,
349,2010080218170720,Prod,138888108,8018,
350,2010080218170720,Prod,138888108,8029,
351,2010080218170720,Prod,138888108,@118,
352,2010080218175360,,138888216,@17,
353,2010080218185310,,138888390,@17,
354,2010080218195260,,138888564,@17,
355,2010080218205260,,138888738,@17,
356,2010080218215260,,138888914,@17,
357,2010080218225870,,138889090,@17,
358,2010080218235310,,138889266,@17,
359,2010080218240960,Prod,138889312,8019,
360,2010080218240960,Prod,138889312,8030,
361,2010080218240960,Prod,138889312,@119,
367,2010080218244270,Prod,138889312,8018,
368,2010080218244280,Prod,138889312,8029,
369,2010080218244280,Prod,138889312,@118,
370,2010080218245260,,138889315,@17,
371,2010080218255360,,138889492,@17,
372,2010080218265310,,138889665,@17,
373,2010080218275350,,138889842,@17,
374,2010080218282510,Prod,138889932,8019,
375,2010080218282510,Prod,138889932,8030,
376,2010080218282510,Prod,138889932,@119,
382,2010080218283710,W-up,138889932,@47,ON
383,2010080218283710,W-up,138889932,@47,ON
384,2010080218283710,W-up,138889932,@47,ON
385,2010080218283710,W-up,138889932,@47,ON
386,2010080218283710,W-up,138889932,@47,ON
387,2010080218283710,W-up,138889932,@47,ON
388,2010080218290110,Downtime,138889932,4068,Process
389,2010080218300110,Downtime,138889932,4068,Process
390,2010080218301400,W-up,138889932,@48,OFF
391,2010080218301400,W-up,138889932,@48,OFF
392,2010080218301450,W-up,138889932,@48,OFF
393,2010080218301460,W-up,138889932,@48,OFF
394,2010080218301500,W-up,138889932,@48,OFF
395,2010080218301510,W-up,138889932,@48,OFF
396,2010080218304940,@97,138889932,@97,
397,2010080218311330,,138889932,@17,
398,2010080218311450,@95,138889932,@95,
399,2010080218311490,,138889932,@17,
400,2010080218312290,MR,138889932,4000,
401,2010080218313260,MR,138889932,@42,
402,2010080218320050,MR,138889932,@41,
403,2010080218320130,,138889932,@17,
404,2010080218321950,MR,138889932,@42,
405,2010080218324850,MR,138889932,@41,
406,2010080218330140,,138889932,@17,
407,2010080218330610,MR,138889932,@42,
408,2010080218333560,MR,138889932,@41,
409,2010080218335300,MR,138889932,@42,
410,2010080218340150,,138889932,@17,
411,2010080218350060,,138889932,@17,
412,2010080218360070,,138889932,@17,
413,2010080218370080,,138889932,@17,
414,2010080218380080,,138889932,@17,
415,2010080218390090,,138889932,@17,
416,2010080218400100,,138889932,@17,
417,2010080218410110,,138889932,@17,
418,2010080218413950,,138889932,@17,
419,2010080218415700,,138889932,@17,
420,2010080218420120,,138889932,@17,
421,2010080218422460,,138889982,@17,
426,2010080218430050,,138889982,@17,
427,2010080218430130,,138889982,@17,
428,2010080218434020,,138890032,@17,
430,2010080218440140,,138890032,@17,
431,2010080218450140,,138890032,@17,
432,2010080218453910,,138890032,@17,
433,2010080218455600,,138890034,@17,
434,2010080218462360,,138890112,@17,
438,2010080218470060,,138890112,@17,
439,2010080218480070,,138890112,@17,
440,2010080218490080,,138890112,@17,
441,2010080218495360,,138890112,@17,
442,2010080218495620,,138890112,@17,
443,2010080218501360,,138890136,@17,
444,2010080218501360,,138890136,@17,
445,2010080218505250,,138890249,@17,
446,2010080218511200,Prod,138890306,4100,
447,2010080218515300,,138890427,@17,
448,2010080218525250,,138890600,@17,
449,2010080218535350,,138890778,@17,
450,2010080218545310,,138890952,@17,
451,2010080218555360,,138891128,@17,
452,2010080218565310,,138891303,@17,
453,2010080218572560,@57,138891395,@57,
454,2010080218573370,Prod,138891419,8019,
455,2010080218573380,Prod,138891419,8030,
456,2010080218573380,Prod,138891419,@119,
462,2010080218580060,,138891419,@17,
463,2010080218584050,@58,138891419,@58,
464,2010080218585410,,138891419,@17,
465,2010080218585420,Prod,138891419,8018,
466,2010080218585420,Prod,138891419,8029,
467,2010080218585420,Prod,138891419,@118,
468,2010080218595260,,138891569,@17,
469,2010080219002210,@63,138891653,@63,
470,2010080219002410,@61,138891660,@61,
471,2010080219002960,Prod,138891675,8019,
472,2010080219002970,Prod,138891675,8030,
473,2010080219002970,Prod,138891675,@119,
478,2010080219003160,@59,138891675,@59,
479,2010080219003160,@62,138891675,@62,
480,2010080219005010,@64,138891675,@64,
481,2010080219010080,,138891675,@17,
482,2010080219011500,@60,138891675,@60,
483,2010080219011860,Prod,138891675,8018,
484,2010080219011860,Prod,138891675,8029,
485,2010080219011860,Prod,138891675,@118,
486,2010080219013150,@63,138891680,@63,
487,2010080219013950,Prod,138891702,8019,
488,2010080219013950,Prod,138891702,8030,
489,2010080219013960,Prod,138891702,@119,
490,2010080219014300,@61,138891702,@61,
491,2010080219014550,@64,138891702,@64,
492,2010080219020090,,138891702,@17,
493,2010080219020110,@62,138891702,@62,
494,2010080219020510,Prod,138891702,8018,
495,2010080219020520,Prod,138891702,8029,
496,2010080219020520,Prod,138891702,@118,
497,2010080219023320,@63,138891736,@63,
498,2010080219023650,@61,138891746,@61,
499,2010080219024110,Prod,138891759,8019,
500,2010080219024120,Prod,138891759,8030,
501,2010080219024120,Prod,138891759,@119,
502,2010080219025310,@64,138891759,@64,
503,2010080219030100,,138891759,@17,
504,2010080219030860,@62,138891759,@62,
505,2010080219031270,Prod,138891759,8018,
506,2010080219031270,Prod,138891759,8029,
507,2010080219031280,Prod,138891759,@118,
508,2010080219035260,,138891847,@17,
509,2010080219045350,,138892025,@17,
510,2010080219055300,,138892200,@17,
511,2010080219065310,,138892374,@17,
512,2010080219075360,,138892552,@17,
513,2010080219082310,Prod,138892636,8019,
514,2010080219082320,Prod,138892636,8030,
515,2010080219082320,Prod,138892636,@119,
521,2010080219084360,W-up,138892636,@47,ON
522,2010080219084400,W-up,138892636,@47,ON
523,2010080219084410,W-up,138892636,@47,ON
524,2010080219084410,W-up,138892636,@47,ON
525,2010080219084410,W-up,138892636,@47,ON
526,2010080219084410,W-up,138892636,@47,ON
527,2010080219090050,Downtime,138892636,4068,Process
528,2010080219095610,Downtime,138892636,4068,Process
529,2010080219102060,W-up,138892636,@48,OFF
530,2010080219102060,W-up,138892636,@48,OFF
531,2010080219102100,W-up,138892636,@48,OFF
532,2010080219102100,W-up,138892636,@48,OFF
533,2010080219102150,W-up,138892636,@48,OFF
534,2010080219102150,W-up,138892636,@48,OFF
535,2010080219104140,,138892636,@17,
536,2010080219110410,,138892636,@17,
537,2010080219114890,,138892636,@17,
538,2010080219120080,,138892636,@17,
539,2010080219124310,MR,138892636,@41,
540,2010080219130090,,138892636,@17,
541,2010080219130110,MR,138892636,@42,
542,2010080219135600,MR,138892636,@41,
543,2010080219140100,,138892636,@17,
544,2010080219141410,MR,138892636,@42,
545,2010080219144250,MR,138892636,@41,
546,2010080219150060,MR,138892636,@42,
547,2010080219150110,,138892636,@17,
548,2010080219152800,MR,138892636,@41,
549,2010080219154700,MR,138892636,@42,
550,2010080219160110,,138892636,@17,
551,2010080219162400,,138892636,@17,
552,2010080219164960,,138892686,@17,
555,2010080219170120,,138892686,@17,
556,2010080219180130,,138892686,@17,
557,2010080219184000,,138892686,@17,
558,2010080219185260,,138892693,@17,
559,2010080219191460,,138892756,@17,
562,2010080219200150,,138892756,@17,
563,2010080219202950,,138892756,@17,
564,2010080219205360,,138892798,@17,
565,2010080219210360,,138892826,@17,
569,2010080219220070,,138892826,@17,
570,2010080219230070,,138892826,@17,
571,2010080219240080,,138892826,@17,
572,2010080219250090,,138892826,@17,
573,2010080219260100,,138892826,@17,
574,2010080219270110,,138892826,@17,
575,2010080219280120,,138892826,@17,
576,2010080219290130,,138892826,@17,
577,2010080219300140,,138892826,@17,
578,2010080219310140,,138892826,@17,
579,2010080219314440,,138892826,@17,
580,2010080219315710,,138892826,@17,
581,2010080219320050,,138892826,@17,
582,2010080219321010,,138892838,@17,
583,2010080219321010,,138892838,@17,
584,2010080219325300,,138892962,@17,
585,2010080219335260,,138893137,@17,
586,2010080219345300,,138893314,@17,
587,2010080219355260,,138893488,@17,
588,2010080219365260,,138893662,@17,
589,2010080219375310,,138893839,@17,
590,2010080219385400,,138894016,@17,
591,2010080219395310,,138894189,@17,
592,2010080219405260,,138894362,@17,
593,2010080219415310,,138894539,@17,
594,2010080219425260,,138894713,@17,
595,2010080219435250,,138894888,@17,
596,2010080219445360,,138895065,@17,
597,2010080219455300,,138895239,@17,
598,2010080219464460,@57,138895388,@57,
599,2010080219465270,,138895409,@17,
600,2010080219465270,Prod,138895411,8019,
601,2010080219465270,Prod,138895411,8030,
602,2010080219465270,Prod,138895411,@119,
607,2010080219471510,Downtime,138895411,4068,Process
608,2010080219472350,W-up,138895411,@47,ON
609,2010080219472360,W-up,138895411,@45,ON
610,2010080219472360,W-up,138895411,@47,ON
611,2010080219472360,W-up,138895411,@45,ON
612,2010080219472370,W-up,138895411,@47,ON
613,2010080219472370,W-up,138895411,@47,ON
614,2010080219472370,W-up,138895411,@45,ON
615,2010080219472370,W-up,138895411,@47,ON
616,2010080219472370,W-up,138895411,@45,ON
617,2010080219472370,W-up,138895411,@47,ON
618,2010080219472370,W-up,138895411,@45,ON
619,2010080219480090,Downtime,138895411,4068,Process
620,2010080219490060,W-up,138895411,@48,OFF
621,2010080219490060,W-up,138895411,@48,OFF
622,2010080219490060,W-up,138895411,@48,OFF
623,2010080219490100,Downtime,138895411,4068,Process
624,2010080219490110,W-up,138895411,@48,OFF
625,2010080219490110,W-up,138895411,@48,OFF
626,2010080219490150,W-up,138895411,@48,OFF
627,2010080219500110,Downtime,138895411,4068,Process
628,2010080219500250,W-up,138895411,@46,OFF
629,2010080219500360,W-up,138895411,@46,OFF
630,2010080219500410,W-up,138895411,@46,OFF
631,2010080219500410,W-up,138895411,@46,OFF
632,2010080219500410,W-up,138895411,@46,OFF
633,2010080219504250,MR,138895411,@41,
634,2010080219510100,MR,138895411,@42,
635,2010080219510120,,138895411,@17,
636,2010080219513000,MR,138895411,@41,
637,2010080219514810,MR,138895411,@42,
638,2010080219520130,,138895411,@17,
639,2010080219521960,MR,138895411,@41,
640,2010080219523750,MR,138895411,@42,
641,2010080219530130,,138895411,@17,
642,2010080219530750,MR,138895411,@41,
643,2010080219532510,MR,138895411,@42,
644,2010080219540140,,138895411,@17,
645,2010080219550150,,138895411,@17,
646,2010080219550470,,138895411,@17,
647,2010080219552910,,138895411,@17,
648,2010080219553720,MR,138895411,4000,
649,2010080219560060,,138895411,@17,
650,2010080219570070,,138895411,@17,
651,2010080219580080,,138895411,@17,
652,2010080219590090,,138895411,@17,
653,2010080220000090,,138895411,@17,
654,2010080220010100,,138895411,@17,
655,2010080220020110,,138895411,@17,
656,2010080220030120,,138895411,@17,
657,2010080220040130,,138895411,@17,
658,2010080220050140,,138895411,@17,
659,2010080220060150,,138895411,@17,
660,2010080220070050,,138895411,@17,
661,2010080220080060,,138895411,@17,
662,2010080220090070,,138895411,@17,
663,2010080220100080,,138895411,@17,
664,2010080220110090,,138895411,@17,
665,2010080220110760,Prod,138895411,@118,
666,2010080220111110,,138895411,@17,
667,2010080220113260,,138895461,@17,
671,2010080220120100,,138895461,@17,
672,2010080220122450,,138895461,@17,
673,2010080220125310,,138895510,@17,
674,2010080220125410,,138895511,@17,
676,2010080220140120,,138895511,@17,
677,2010080220150120,,138895511,@17,
678,2010080220151100,,138895511,@17,
679,2010080220155160,,138895581,@17,
680,2010080220160130,,138895581,@17,
681,2010080220170140,,138895581,@17,
682,2010080220175360,,138895581,@17,
683,2010080220180110,,138895581,@17,
684,2010080220185070,,138895660,@17,
685,2010080220185080,,138895660,@17,
686,2010080220185300,,138895667,@17,
687,2010080220190340,Prod,138895697,4100,
688,2010080220195360,,138895844,@17,
689,2010080220205260,,138896015,@17,
690,2010080220215310,,138896193,@17,
691,2010080220225260,,138896366,@17,
692,2010080220235310,,138896543,@17,
693,2010080220245260,,138896716,@17,
694,2010080220255300,,138896892,@17,
695,2010080220265350,,138897069,@17,
696,2010080220275310,,138897243,@17,
697,2010080220285250,,138897416,@17,
698,2010080220295300,,138897593,@17,
699,2010080220305350,,138897769,@17,
700,2010080220315310,,138897943,@17,
701,2010080220325250,,138898116,@17,
702,2010080220325660,@57,138898126,@57,
703,2010080220330470,Prod,138898150,8019,
704,2010080220330470,Prod,138898150,8030,
705,2010080220330470,Prod,138898150,@119,
711,2010080220332060,W-up,138898150,@47,ON
712,2010080220332070,W-up,138898150,@47,ON
713,2010080220332070,W-up,138898150,@47,ON
714,2010080220332070,W-up,138898150,@47,ON
715,2010080220332070,W-up,138898150,@47,ON
716,2010080220332070,W-up,138898150,@47,ON
717,2010080220340090,Downtime,138898150,4068,Process
718,2010080220345710,W-up,138898150,@48,OFF
719,2010080220345810,W-up,138898150,@48,OFF
720,2010080220345810,W-up,138898150,@48,OFF
721,2010080220345810,W-up,138898150,@48,OFF
722,2010080220345860,W-up,138898150,@48,OFF
723,2010080220345860,W-up,138898150,@48,OFF
724,2010080220350100,Downtime,138898150,4068,Process
725,2010080220352940,,138898150,@17,
726,2010080220354870,,138898150,@17,
727,2010080220360100,,138898150,@17,
728,2010080220360750,MR,138898150,@41,
729,2010080220362560,MR,138898150,@42,
730,2010080220370010,MR,138898150,@41,
731,2010080220370110,,138898150,@17,
732,2010080220371760,MR,138898150,@42,
733,2010080220374610,MR,138898150,@41,
734,2010080220380120,,138898150,@17,
735,2010080220380400,MR,138898150,@42,
736,2010080220383460,MR,138898150,@41,
737,2010080220385250,MR,138898150,@42,
738,2010080220390130,,138898150,@17,
739,2010080220400140,,138898150,@17,
740,2010080220410150,,138898150,@17,
741,2010080220415660,,138898150,@17,
742,2010080220420900,@58,138898150,@58,
743,2010080220421560,,138898150,@17,
744,2010080220424070,,138898200,@17,
749,2010080220430070,,138898200,@17,
750,2010080220440070,,138898200,@17,
751,2010080220450080,,138898200,@17,
752,2010080220460090,,138898200,@17,
753,2010080220462400,,138898200,@17,
754,2010080220465360,,138898250,@17,
755,2010080220465410,,138898250,@17,
757,2010080220480110,,138898250,@17,
758,2010080220483150,,138898250,@17,
759,2010080220485260,,138898285,@17,
760,2010080220490510,,138898320,@17,
762,2010080220500130,,138898320,@17,
763,2010080220505050,,138898320,@17,
764,2010080220510060,,138898320,@17,
765,2010080220511970,,138898371,@17,
766,2010080220511970,,138898371,@17,
767,2010080220513320,Prod,138898408,4100,
768,2010080220515300,,138898469,@17,
769,2010080220525350,,138898645,@17,
770,2010080220535310,,138898819,@17,
771,2010080220545260,,138898992,@17,
772,2010080220555310,,138899169,@17,
773,2010080220565310,,138899343,@17,
774,2010080220575260,,138899517,@17,
775,2010080220585350,,138899695,@17,
776,2010080220595260,,138899868,@17,
777,2010080221005360,,138900045,@17,
778,2010080221015250,,138900217,@17,
779,2010080221025360,,138900396,@17,
780,2010080221025610,@67,138900403,@67,
781,2010080221025960,@68,138900413,@68,
782,2010080221032310,@67,138900479,@67,
783,2010080221032610,@68,138900489,@68,
784,2010080221035250,,138900568,@17,
785,2010080221045360,,138900746,@17,
786,2010080221050050,@67,138900766,@67,
787,2010080221050310,@68,138900773,@68,
788,2010080221051510,@67,138900810,@67,
789,2010080221051920,@57,138900820,@57,
